1989   91.7  157.7  173.2   98.0   24.8   69.7   46.3   92.3   61.8  182.4  110.6  198.5
1990  246.6  220.6   39.1   49.8   35.0  100.4   55.6   68.5   87.4  158.9  116.9  168.7
1991  151.0   98.1  128.2  128.4   15.5  113.6   98.6   58.6   85.7  157.4  148.7   74.1
1992   74.5   84.3  135.7   98.4   71.1   57.5   93.6  223.6  117.0  106.4  222.0  148.1
1993  197.6   24.7   36.8  110.7  135.5   98.6  114.6   77.7  116.4   75.6  111.7  287.1
1994  188.0  129.7  194.3  120.6   64.2   60.0   65.6   93.4  131.0  139.3  134.1  258.5
1995  239.4  186.1   90.7   36.6   74.3   27.8   73.0   14.7  121.6  113.0  128.6   99.1
1996   98.2  128.1   70.3   86.2  108.5   46.4   48.0  103.4   60.8  184.3  173.4   53.3
1997   11.7  218.5   52.6   36.6  109.8  139.8   55.9  134.1   72.3   94.1  189.9  153.2
1998  200.6   44.5  181.6  154.9   31.2  183.1   86.6   80.1  134.1  270.1  137.8  149.7
1999  242.2  101.0   97.9  118.1   80.1   81.4   26.7  133.0  198.0  133.4  122.9  249.4
2000  109.4  174.2   65.2  147.4   93.4   85.3   84.0  104.2  162.6  277.3  282.3  243.4
2001  100.4  131.7  116.1  140.8   59.1   47.3  112.0  132.2   97.2  206.8  130.3   75.3
2002  179.5  266.4   66.2   99.5  149.2   75.9   74.1   75.4   36.4  199.5  231.7  172.6
2003  114.3   63.9   77.8   78.5  128.7   71.0  124.3   24.8   59.8   94.6  140.5  161.4
2004  192.4  120.3   90.2   81.6   66.1   74.1   79.3  157.0  145.5  257.1   90.8  133.1
2005  123.8   77.9   74.6  115.0   62.9   74.4   86.3   69.4  102.0  220.2  185.2  113.3
2006   66.5   80.0  172.7   67.8  164.1   34.8   51.0  101.9   83.3  188.7  198.6  258.0
2007  202.6  145.8  103.7   24.7  128.9  167.7  204.6   76.3   92.0   61.3   93.1  183.7
2008  245.7   80.5  146.6   90.2   61.2   94.1  150.2  188.5  154.6  228.9  128.4   95.1
2009  167.9   32.7   67.5   76.5   92.7   75.0  226.5  102.0   53.3  128.3  318.8  154.3
2010  100.1   61.1   99.4   43.1   53.5   42.3  158.9  104.9  152.6  118.6  140.2   52.8
2011  149.1  130.3   30.7   30.8   93.9  109.6   95.0   83.5  128.8  127.1   97.3  211.0
2012  129.8   64.2   31.4  168.7   76.6  219.1  133.6  156.4  131.1  149.7  177.9  264.7
